date,close,high,low,open,volume,ticker,day_of_week,day_of_month,week_of_year,month,quarter,year,is_month_start,is_month_end,is_week_start,is_week_end,close_lag_1,close_lag_2,close_lag_3,close_lag_5,close_lag_10,high_lag_1,high_lag_2,high_lag_3,high_lag_5,high_lag_10,low_lag_1,low_lag_2,low_lag_3,low_lag_5,low_lag_10,volume_lag_1,volume_lag_2,volume_lag_3,volume_lag_5,volume_lag_10,future_return_1d,future_return_2d,future_return_5d,future_return_10d,past_return_1d,past_return_2d,past_return_5d,past_return_10d,daily_range,daily_range_abs,gap,close_to_open,close_to_high,close_to_low,volatility_5d,volatility_10d,volatility_21d,atr_5d,atr_10d,atr_21d,momentum_5d,momentum_10d,momentum_21d,volume_change_5d,volume_change_10d,volume_change_21d,close_to_ma_5d,close_to_ma_10d,close_to_ma_21d,volume_change_rate
2010-03-11,14.43398380279541,14.559909175304616,14.26161161764039,14.263102390804116,169162668,GOOGL,3,11,10,3,1,2010,0,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27531975445996837,-3.0904725027451008,-2.5363972781467514,-3.1420941308131556,0.0,0.0,0.0,0.0,2.0666335901420014,0.2982975576642257,0.0,1.1980662222649878,-0.8648774590077185,1.2086445050979364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-12,14.394244194030762,14.611322538868064,14.384805470133728,14.607845014640455,110025864,GOOGL,4,12,10,3,1,2010,0,0,False,True,14.43398380279541,0.0,0.0,0.0,0.0,14.559909175304616,0.0,0.0,0.0,0.0,14.26161161764039,0.0,0.0,0.0,0.0,169162668.0,0.0,0.0,0.0,0.0,-2.8229248179625355,-2.474376483217,-3.3716327052665584,-2.907471375514392,-0.27531975445996837,0.0,0.0,0.0,1.5736642068937008,0.22651706873433675,1.2045268598082648,-1.4622336175912045,-1.4856858046891053,0.0656159300633657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34958542980653395
2010-03-15,13.987905502319336,14.143635935083092,13.80957305408131,14.074836039828766,185969844,GOOGL,0,15,11,3,1,2010,0,0,True,False,14.394244194030762,14.43398380279541,0.0,0.0,0.0,14.611322538868064,14.559909175304616,0.0,0.0,0.0,14.384805470133728,14.26161161764039,0.0,0.0,0.0,110025864.0,169162668.0,0.0,0.0,0.0,0.35867341561022226,0.4225975705821172,-1.0085644459249754,-0.12962776860928615,-2.8229248179625355,-3.0904725027451008,0.0,0.0,2.38822660723859,0.33406288100178116,-2.218999135324198,-0.6176309071269804,-1.1010636407677072,1.2913682960337485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6902375245151449
2010-03-16,14.038076400756836,14.118052833258428,13.92779893820999,13.954374455049416,137122740,GOOGL,1,16,11,3,1,2010,0,0,False,False,13.987905502319336,14.394244194030762,14.43398380279541,0.0,0.0,14.143635935083092,14.611322538868064,14.559909175304616,0.0,0.0,13.80957305408131,14.384805470133728,14.26161161764039,0.0,0.0,185969844.0,110025864.0,169162668.0,0.0,0.0,0.06369569544544262,0.21230992684098116,-2.866245153699143,0.2671673010647524,0.35867341561022226,-2.474376483217,0.0,0.0,1.3552704061233076,0.19025389504843737,-0.23971456816290135,0.5998258537281247,-0.5664834481507864,0.7917795413050253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26266142375212187
2010-03-17,14.04701805114746,14.193310699508595,14.01448038839262,14.115072083449364,132731136,GOOGL,2,17,11,3,1,2010,0,0,False,False,14.038076400756836,13.987905502319336,14.394244194030762,0.0,0.0,14.118052833258428,14.143635935083092,14.611322538868064,0.0,0.0,13.92779893820999,13.80957305408131,14.384805470133728,0.0,0.0,137122740.0,185969844.0,110025864.0,0.0,0.0,0.14851963078383879,-0.9830905145543745,-1.4551950165404226,0.27582993049397597,0.06369569544544262,0.4225975705821172,0.0,0.0,1.2730837994571178,0.17883031111597525,0.5484774444479968,-0.482137334471724,-1.0307154648999628,0.23217173846693667,0.0,0.0,0.0,0.29571399450248526,0.0,0.0,0.0,0.0,0.0,-9.708215312851687,0.0,0.0,-0.9395291373125558,0.0,0.0,-0.03202681043275535
2010-03-18,14.067880630493164,14.11854893226197,13.98243992764684,14.026153181286578,71016912,GOOGL,3,18,11,3,1,2010,0,0,False,False,14.04701805114746,14.038076400756836,13.987905502319336,14.43398380279541,0.0,14.193310699508595,14.118052833258428,14.143635935083092,14.559909175304616,0.0,14.01448038839262,13.92779893820999,13.80957305408131,14.26161161764039,0.0,132731136.0,137122740.0,185969844.0,169162668.0,0.0,-1.1299319745415204,-1.5713253162004892,-0.6214595354072538,0.42373381170208724,0.14851963078383879,0.21230992684098116,-2.5363972781467514,0.0,0.9675160615174877,0.13610900461512898,-0.1485359368437428,0.29749745826431157,-0.3588775447951628,0.6110571780636479,1.3154810752724917,0.0,0.0,0.26327628389266594,0.0,0.0,-2.5363972781467514,0.0,0.0,-44.24505571729747,0.0,0.0,-0.277481080377584,0.0,0.0,-0.4649566473988439
2010-03-19,13.908923149108888,14.107621929543235,13.84136509049985,13.908923149108888,191576232,GOOGL,4,19,11,3,1,2010,0,0,False,True,14.067880630493164,14.04701805114746,14.038076400756836,14.394244194030762,0.0,14.11854893226197,14.193310699508595,14.118052833258428,14.611322538868064,0.0,13.98243992764684,14.01448038839262,13.92779893820999,14.384805470133728,0.0,71016912.0,132731136.0,137122740.0,110025864.0,0.0,-0.4464377849374146,-1.964296084839845,0.48035721056569614,1.9660719351001443,-1.1299319745415204,-0.9830905145543745,-3.3716327052665584,0.0,1.9142879444297083,0.2662568390433844,-1.1299319745415208,0.0,-1.408449853750653,0.4880881196855845,1.3334983180743898,0.0,0.0,0.2712242379544755,0.0,0.0,-3.3716327052665584,0.0,0.0,33.33222088728696,0.0,0.0,-0.7211840167330785,0.0,0.0,1.6976142246230026
2010-03-22,13.84682846069336,14.079057793035004,13.76685202932508,13.812304993532855,160031808,GOOGL,0,22,12,3,1,2010,0,0,True,False,13.908923149108888,14.067880630493164,14.04701805114746,13.987905502319336,0.0,14.107621929543235,14.11854893226197,14.193310699508595,14.143635935083092,0.0,13.84136509049985,13.98243992764684,14.01448038839262,13.80957305408131,0.0,191576232.0,71016912.0,132731136.0,185969844.0,0.0,-1.5246649804689483,-0.030490131445748414,0.8878916366816147,1.9228756016411719,-0.4464377849374146,-1.5713253162004892,-1.0085644459249754,0.0,2.254709550249538,0.31220576370992426,-0.6946487124865836,0.24994718243384131,-1.6494664327362125,0.5809347786837575,0.5976237087324324,0.0,0.0,0.21673116270657006,0.0,0.0,-1.0085644459249754,0.0,0.0,15.549964510972746,0.0,0.0,-0.9649501866956123,0.0,0.0,-0.16465729423052855
2010-03-23,13.63571071624756,13.866946189634085,13.46184965733012,13.835403323688093,219831948,GOOGL,1,23,12,3,1,2010,0,0,False,False,13.84682846069336,13.908923149108888,14.067880630493164,14.038076400756836,0.0,14.079057793035004,14.107621929543235,14.11854893226197,14.118052833258428,0.0,13.76685202932508,13.84136509049985,13.98243992764684,13.92779893820999,0.0,160031808.0,191576232.0,71016912.0,137122740.0,0.0,1.5173087237802863,2.5282417309346217,3.2258739093552258,2.6484536838829786,-1.5246649804689483,-1.964296084839845,-2.866245153699143,0.0,2.9708501502695723,0.4050965323039648,-0.08251085826403463,-1.4433450385839592,-1.66752989608757,1.291509438472826,0.7344582981542335,0.0,0.0,0.2596996901576755,0.0,0.0,-2.866245153699143,0.0,0.0,41.792660484249275,0.0,0.0,-1.9103394382935956,0.0,0.0,0.37367658809428694
2010-03-24,13.842606544494627,13.905196303650053,13.404724326305123,13.549028335493007,262345392,GOOGL,2,24,12,3,1,2010,0,0,False,False,13.63571071624756,13.84682846069336,13.908923149108888,14.04701805114746,0.0,13.866946189634085,14.079057793035004,14.107621929543235,14.193310699508595,0.0,13.46184965733012,13.76685202932508,13.84136509049985,14.01448038839262,0.0,219831948.0,160031808.0,191576232.0,132731136.0,0.0,0.9958232934493827,0.9617344785834092,1.7565867092891763,1.8229662022628323,1.5173087237802863,-0.030490131445748414,-1.4551950165404226,0.0,3.6154460920076743,0.5004719773449295,-0.6357012300889237,2.1667842278590768,-0.4501177674061035,3.266626060561453,1.1950916947914676,0.0,0.0,0.32402802340346637,0.3098710089529758,0.0,-1.4551950165404226,0.0,0.0,44.973876790312104,59.9847939877767,0.0,-0.12830343042965486,-1.2675261997884713,0.0,0.1933906531183538
