date,close,high,low,open,volume,ticker,day_of_week,day_of_month,week_of_year,month,quarter,year,is_month_start,is_month_end,is_week_start,is_week_end,close_lag_1,close_lag_2,close_lag_3,close_lag_5,close_lag_10,high_lag_1,high_lag_2,high_lag_3,high_lag_5,high_lag_10,low_lag_1,low_lag_2,low_lag_3,low_lag_5,low_lag_10,volume_lag_1,volume_lag_2,volume_lag_3,volume_lag_5,volume_lag_10,future_return_1d,future_return_2d,future_return_5d,future_return_10d,past_return_1d,past_return_2d,past_return_5d,past_return_10d,daily_range,daily_range_abs,gap,close_to_open,close_to_high,close_to_low,volatility_5d,volatility_10d,volatility_21d,atr_5d,atr_10d,atr_21d,momentum_5d,momentum_10d,momentum_21d,volume_change_5d,volume_change_10d,volume_change_21d,close_to_ma_5d,close_to_ma_10d,close_to_ma_21d,volume_change_rate
2010-03-25,6.7974700927734375,6.927031968655166,6.785473400326808,6.925531981675691,542284400,AAPL,3,25,12,3,1,2010,0,0,False,False,6.879045009613037,6.848753929138184,6.740487098693848,6.737487316131592,6.7629804611206055,6.90393774243333,6.861350454694232,6.777976360460379,6.747984020171499,6.7629804611206055,6.823261198612478,6.720991572468423,6.602528345223085,6.676305394243688,6.6976004849702235,597780400.0,602431200.0,456419600.0,342109600.0,405700400.0,1.875116447688896,2.5325408156164464,4.112048491623632,6.679902419642669,-1.185846534302415,-0.748805357811988,0.8902840751659591,0.5099768046219921,2.082518442837328,0.14155856832835845,0.675776535808263,-1.849127103031125,-1.8703807989914945,0.17679963856393444,1.2668294113502414,0.9678984125278012,0.0,0.13166128812656144,0.115676071576498,0.0,0.8902840751659591,0.5099768046219921,0.0,-1.701706070981568,10.486247193959786,0.0,0.1652903572127551,0.50819312586734,0.0,-0.09283676748183778
2010-03-26,6.924930572509766,6.956420678109489,6.854451229832588,6.866447918164112,640875200,AAPL,4,26,12,3,1,2010,0,0,False,True,6.7974700927734375,6.879045009613037,6.848753929138184,6.665509223937988,6.7959723472595215,6.927031968655166,6.90393774243333,6.861350454694232,6.755182491732861,6.829861809334242,6.785473400326808,6.823261198612478,6.720991572468423,6.6349180607123674,6.770479770830132,542284400.0,597780400.0,602431200.0,559445600.0,416323600.0,0.6453237953010227,2.143771184176524,3.2871383093643125,4.932893706870756,1.875116447688896,0.6670339099774214,3.8919959429372986,1.8975684223059952,1.472497770327033,0.10196944827690135,1.014757320727404,0.8517162737220668,-0.45267684426873006,1.0282273564137578,1.2226169670453524,1.1236946026390184,0.0,0.139398518989673,0.12488299528873954,0.0,3.8919959429372986,1.8975684223059952,0.0,12.838452747998197,24.86089229681547,0.0,1.269252541177912,2.197968568448072,0.0,0.1818064469492391
2010-03-29,6.969618797302246,7.014005759603886,6.946526365043018,6.987914154158917,540744400,AAPL,0,29,13,3,1,2010,0,0,True,False,6.924930572509766,6.7974700927734375,6.879045009613037,6.740487098693848,6.713194847106934,6.956420678109489,6.927031968655166,6.90393774243333,6.777976360460379,6.762979112088277,6.854451229832588,6.785473400326808,6.823261198612478,6.602528345223085,6.6055265486908485,640875200.0,542284400.0,597780400.0,456419600.0,493502800.0,1.48883955296637,1.1230847646642284,3.0767188798845213,4.320319368378556,0.6453237953010227,2.5325408156164464,3.399334428706191,3.8197006944587386,0.9681934769084863,0.06747939456086804,0.9095193228244058,-0.26181427609241553,-0.6328332742080078,0.3324313627518424,1.206774342021049,1.0125595964433625,0.0,0.12212395336103832,0.11474593414128424,0.0,3.399334428706191,3.8197006944587386,0.0,-7.537102842308974,4.391713658064078,0.0,1.2442703217688367,2.4697004085131313,0.0,-0.15624071582111465
2010-03-30,7.073385238647461,7.122271343539094,7.025399285810908,7.095878629013126,527310000,AAPL,1,30,13,3,1,2010,0,0,False,False,6.969618797302246,6.924930572509766,6.7974700927734375,6.848753929138184,6.731490612030029,7.014005759603886,6.956420678109489,6.927031968655166,6.861350454694232,6.747385830812531,6.946526365043018,6.854451229832588,6.785473400326808,6.720991572468423,6.673308249083255,540744400.0,640875200.0,542284400.0,602431200.0,446908000.0,-0.36038917176824947,0.05089671243641014,2.0140334707567042,4.17219564507505,1.48883955296637,2.143771184176524,3.279885827896045,5.079032956035356,1.369528937840087,0.09687205772818608,1.8115744258459539,-0.31699232105937686,-0.6863836342879481,0.6830352394841085,1.1851173099150425,1.0696385049527393,0.0,0.12458268616324589,0.12260343059204137,0.0,3.279885827896045,5.079032956035356,0.0,-7.45682055394703,0.24224210477570285,0.0,2.085403256283147,3.475176259620283,0.0,-0.024844270231924703
2010-03-31,7.047893524169922,7.096179800450251,7.03169879370021,7.062589869677275,430659600,AAPL,2,31,13,3,1,2010,0,1,False,False,7.073385238647461,6.969618797302246,6.924930572509766,6.879045009613037,6.721594333648682,7.122271343539094,7.014005759603886,6.956420678109489,6.90393774243333,6.791473078739215,7.025399285810908,6.946526365043018,6.854451229832588,6.823261198612478,6.696102158046439,527310000.0,540744400.0,640875200.0,597780400.0,450956800.0,0.412773475112882,1.4851117390854762,2.106382840531018,5.923444829756819,-0.36038917176824947,1.1230847646642284,2.4545342314366225,4.854490978245574,0.9148975722875378,0.0644810067500412,-0.15261955352300433,-0.20808720000082295,-0.680454521139185,0.23031035521915327,1.2720006709857699,1.0860218804119053,0.0,0.12134357874908375,0.11951443919776787,0.0,2.4545342314366225,4.854490978245574,0.0,-19.709191365320123,-17.81399449624622,0.0,1.2241569089130655,2.6124559803756053,0.0,-0.18328952608522497
2010-04-01,7.0769853591918945,7.159760119784918,6.980414404743126,7.120172643458384,603145200,AAPL,3,1,13,4,2,2010,1,0,False,False,7.047893524169922,7.073385238647461,6.969618797302246,6.7974700927734375,6.737487316131592,7.096179800450251,7.122271343539094,7.014005759603886,6.927031968655166,6.747984020171499,7.03169879370021,7.025399285810908,6.946526365043018,6.785473400326808,6.676305394243688,430659600.0,527310000.0,540744400.0,542284400.0,342109600.0,1.0679301316563805,1.5129184259772943,2.4664330067673657,4.843825232385313,0.412773475112882,0.05089671243641014,4.112048491623632,5.038941479673609,2.5342106269705726,0.17934571504179253,1.025542157250092,-0.6065482738844424,-1.156110808297728,1.3834558931508376,0.8874101297352338,1.0830473395046603,0.0,0.12890100809177057,0.130281148109166,0.0,4.112048491623632,5.038941479673609,0.0,9.953264158571095,9.640923164469273,0.0,0.8324020649021602,2.5292257066359847,0.0,0.4005149310499523
2010-04-05,7.152562618255615,7.153162452746914,7.040995805415412,7.047294467997608,684507600,AAPL,0,5,14,4,2,2010,0,0,True,False,7.0769853591918945,7.047893524169922,7.073385238647461,6.924930572509766,6.665509223937988,7.159760119784918,7.096179800450251,7.122271343539094,6.956420678109489,6.755182491732861,6.980414404743126,7.03169879370021,7.025399285810908,6.854451229832588,6.6349180607123674,603145200.0,430659600.0,527310000.0,640875200.0,559445600.0,0.4402863437900084,0.8847593511764673,1.5933788315221742,3.59766402837971,1.0679301316563805,1.4851117390854762,3.2871383093643125,7.307069541940803,1.568202241882043,0.1121666473315015,-0.41954150937620627,1.4937384940566847,-0.0083855846314266,1.584531732775555,0.6991956002946302,0.9411371721109588,0.0,0.11954422049086055,0.1294713697402668,0.0,3.2871383093643125,7.307069541940803,0.0,22.831566899232357,21.665201842195113,0.0,1.2524404689075341,2.898088230381246,0.0,0.13489687060429234
2010-04-06,7.184054374694824,7.205047783515565,7.107876987022679,7.143866259891956,447017200,AAPL,1,6,14,4,2,2010,0,0,False,False,7.152562618255615,7.0769853591918945,7.047893524169922,6.969618797302246,6.740487098693848,7.153162452746914,7.159760119784918,7.096179800450251,7.014005759603886,6.777976360460379,7.040995805415412,6.980414404743126,7.03169879370021,6.946526365043018,6.602528345223085,684507600.0,603145200.0,430659600.0,540744400.0,456419600.0,0.44252463186444935,0.17113970253923583,1.2064804759096104,2.108242808634553,0.4402863437900084,1.5129184259772943,3.0767188798845213,6.58064127274911,1.3525899363340195,0.09717079649288607,-0.12158381307230161,0.562554131626143,-0.2913708479320771,1.0717319364309137,0.70558753436401,0.9326047730390195,0.0,0.12116334237061377,0.12164364786582604,0.0,3.0767188798845213,6.58064127274911,0.0,-16.992753133393713,-20.413622441654567,0.0,1.0845421355642593,2.695807778021453,0.0,-0.34695071318419257
2010-04-07,7.215845584869385,7.255433869385449,7.157662426925075,7.18435466739036,628502000,AAPL,2,7,14,4,2,2010,0,0,False,False,7.184054374694824,7.152562618255615,7.0769853591918945,7.073385238647461,6.848753929138184,7.205047783515565,7.153162452746914,7.159760119784918,7.122271343539094,6.861350454694232,7.107876987022679,7.040995805415412,6.980414404743126,7.025399285810908,6.720991572468423,447017200.0,684507600.0,603145200.0,527310000.0,602431200.0,-0.27018927522967084,0.4945903662426865,2.1155542045467657,7.738969683252694,0.44252463186444935,0.8847593511764673,2.0140334707567042,5.359977297029195,1.3549547493835918,0.09777144246037395,0.004179989179832867,0.43832632069184485,-0.545636349648342,0.8128793239178389,0.5069306893343986,0.869568307580276,0.0,0.11018712161531904,0.11738490388928247,0.0,2.0140334707567042,5.359977297029195,0.0,12.480294087875588,11.380715974584366,0.0,1.126447338018588,2.6118001917403433,0.0,0.40599064197082346
2010-04-08,7.196349143981934,7.244034780851391,7.139066156040269,7.2110446873877265,572989200,AAPL,3,8,14,4,2,2010,0,0,False,False,7.215845584869385,7.184054374694824,7.152562618255615,7.047893524169922,6.879045009613037,7.255433869385449,7.205047783515565,7.153162452746914,7.096179800450251,6.90393774243333,7.157662426925075,7.107876987022679,7.040995805415412,7.03169879370021,6.823261198612478,628502000.0,447017200.0,684507600.0,430659600.0,597780400.0,0.76685159223151,0.9752291271613034,3.7383186859016204,11.052318478372225,-0.27018927522967084,0.17113970253923583,2.106382840531018,4.612618959833581,1.4586371882595943,0.10496862481112146,-0.06653270812397992,-0.20379215554572494,-0.658274543290537,0.8023876889444137,0.47358655446825165,0.9057071469344289,0.0,0.1182846452275351,0.11981411198830942,0.0,2.106382840531018,4.612618959833581,0.0,-2.425452662476435,1.991037862563605,0.0,0.4352970530242528,1.874876975247619,0.0,-0.08832557414296216
2010-04-09,7.251534461975098,7.254534435922096,7.211646661019895,7.240738239663432,334182800,AAPL,4,9,14,4,2,2010,0,0,False,True,7.196349143981934,7.215845584869385,7.184054374694824,7.0769853591918945,6.7974700927734375,7.244034780851391,7.255433869385449,7.205047783515565,7.159760119784918,6.927031968655166,7.139066156040269,7.157662426925075,7.107876987022679,6.980414404743126,6.785473400326808,572989200.0,628502000.0,447017200.0,603145200.0,542284400.0,0.20679174910915865,0.2646905455638171,2.320166864265616,12.01041323498757,0.76685159223151,0.4945903662426865,2.4664330067673657,6.679902419642669,0.5914303397038547,0.042887774902201414,0.6168279886561534,0.1491038890554871,-0.041353087141521916,0.553102541348882,0.49831259895872765,0.6995103439178149,0.0,0.09405256060720912,0.11147678434948985,0.11128135882906001,2.4664330067673657,6.679902419642669,0.0,-37.353226163719036,-38.22792488454386,-34.558256593402426,0.7147879211633734,2.0004525760879632,4.670569868491148,-0.4167729513924521
2010-04-12,7.266530036926269,7.289922785321371,7.25213400662328,7.26383038082083,333026400,AAPL,0,12,15,4,2,2010,0,0,True,False,7.251534461975098,7.196349143981934,7.215845584869385,7.152562618255615,6.924930572509766,7.254534435922096,7.244034780851391,7.255433869385449,7.153162452746914,6.956420678109489,7.211646661019895,7.139066156040269,7.157662426925075,7.040995805415412,6.854451229832588,334182800.0,572989200.0,628502000.0,684507600.0,640875200.0,0.05777931360144706,1.4032925218672387,1.9728502190889285,11.23036930594874,0.20679174910915865,0.9752291271613034,1.5933788315221742,4.932893706870756,0.5200388425570497,0.03778877869809172,0.16956299263568203,0.037165737137341316,-0.3208915798423149,0.1985075053748507,0.3841416386718801,0.5601637180546043,0.8552950416813562,0.07929689581016355,0.09942055815051205,0.10999604202886439,1.5933788315221742,4.932893706870756,7.445675448871936,-28.09434103709364,-34.72738318480189,-34.339737516469626,0.6045707654513954,1.7226084948871012,4.525244759048386,-0.0034603815636232715
2010-04-13,7.270728588104248,7.28182592933129,7.231140302842189,7.253634502191626,306210800,AAPL,1,13,15,4,2,2010,0,0,False,False,7.266530036926269,7.251534461975098,7.196349143981934,7.184054374694824,6.969618797302246,7.289922785321371,7.254534435922096,7.244034780851391,7.205047783515565,7.014005759603886,7.25213400662328,7.211646661019895,7.139066156040269,7.107876987022679,6.946526365043018,333026400.0,334182800.0,572989200.0,447017200.0,540744400.0,1.3447362289029652,2.6770772457156644,0.8910124415793641,8.088898985776517,0.05777931360144706,0.2646905455638171,1.2064804759096104,4.320319368378556,0.6971189458512957,0.05068562648910113,-0.1774648239133607,0.23566235529867452,-0.15239778229717646,0.54746946683498,0.39153105408660466,0.5720582393193984,0.8568772948031976,0.06999986180940657,0.09558160209001017,0.10922481718483891,1.2064804759096104,4.320319368378556,6.985847154545466,-29.603838538327455,-37.09140128542675,-38.99609684416543,0.4216877325028179,1.354157919468002,4.246632604518807,-0.08052094368494511
2010-04-14,7.368500709533691,7.372099717692547,7.319915701083926,7.356204498747965,404076400,AAPL,2,14,15,4,2,2010,0,0,False,False,7.270728588104248,7.266530036926269,7.251534461975098,7.215845584869385,7.073385238647461,7.28182592933129,7.289922785321371,7.254534435922096,7.255433869385449,7.122271343539094,7.231140302842189,7.25213400662328,7.211646661019895,7.157662426925075,7.025399285810908,306210800.0,333026400.0,334182800.0,628502000.0,527310000.0,1.314662276887657,0.6959550416084648,5.506913733672447,6.475620768341606,1.3447362289029652,1.4032925218672387,2.1155542045467657,4.17219564507505,0.7082039978784657,0.05218401660862071,1.1756168533586178,0.16715428163830365,-0.04881930924262864,0.6637372673919048,0.6380554075428786,0.5433876660400866,0.807094994298849,0.0707197992349915,0.09045346042515527,0.10498316628101156,2.1155542045467657,4.17219564507505,9.761460487165262,3.5835383762894635,-14.829387883255363,-18.8103382316538,1.3447362289029652,2.2962655687306155,5.177894981492659,0.31960205191978863
2010-04-15,7.465371608734131,7.468670298945257,7.363101801173739,7.371199168671845,376784800,AAPL,3,15,15,4,2,2010,0,0,False,False,7.368500709533691,7.270728588104248,7.266530036926269,7.196349143981934,7.047893524169922,7.372099717692547,7.28182592933129,7.289922785321371,7.244034780851391,7.096179800450251,7.319915701083926,7.231140302842189,7.25213400662328,7.139066156040269,7.03169879370021,404076400.0,306210800.0,333026400.0,572989200.0,430659600.0,-0.6106788705353527,-0.7432157561893638,7.050432169250698,7.922199123544749,1.314662276887657,2.6770772457156644,3.7383186859016204,5.923444829756819,1.4141090799553497,0.10556849777151811,0.036621549546197674,1.2775728603634215,-0.04416703481464896,1.388950069169069,0.6013283006355549,0.5373514367381257,0.8275713264940486,0.07083977382707082,0.09456220952730296,0.1064827337115945,3.7383186859016204,5.923444829756819,10.902206346281806,7.3900809060713835,-19.6696669806669,-23.782575767383452,1.9228328430071606,3.0438928935065057,6.031712162680436,-0.06754069279967845
2010-04-16,7.4197821617126465,7.531948798219249,7.334307757069283,7.454871274796588,750545600,AAPL,4,16,15,4,2,2010,0,0,False,True,7.465371608734131,7.368500709533691,7.270728588104248,7.251534461975098,7.0769853591918945,7.468670298945257,7.372099717692547,7.28182592933129,7.254534435922096,7.159760119784918,7.363101801173739,7.319915701083926,7.231140302842189,7.211646661019895,6.980414404743126,376784800.0,404076400.0,306210800.0,334182800.0,603145200.0,-0.13335123346035482,-1.1357540620231643,9.47051462843751,5.533581343063498,-0.6106788705353527,0.6959550416084648,2.320166864265616,4.843825232385313,2.6637040932256455,0.19764104114996606,-0.1406538681243679,-0.4706870419422354,-1.4892113516905672,1.1654052089780111,0.8493261470770123,0.6566311347320551,0.8514591092304187,0.09873092366903151,0.09639174213812032,0.11135273944765116,2.320166864265616,4.843825232385313,10.387235429677698,72.88546624872619,55.14055148712149,47.56471087855798,0.8371569976345583,1.9323231141781916,4.888900579995337,0.991974198534548
2010-04-19,7.409887790679932,7.434480209888907,7.250934815656593,7.408688121408893,566924400,AAPL,0,19,16,4,2,2010,0,0,True,False,7.4197821617126465,7.465371608734131,7.368500709533691,7.266530036926269,7.152562618255615,7.531948798219249,7.468670298945257,7.372099717692547,7.289922785321371,7.153162452746914,7.334307757069283,7.363101801173739,7.319915701083926,7.25213400662328,7.040995805415412,750545600.0,376784800.0,404076400.0,333026400.0,684507600.0,-1.0037413300071352,4.917616928709068,9.07841554587323,7.8034778236153235,-0.13335123346035482,-0.7432157561893638,1.9728502190889285,3.59766402837971,2.4770333831934024,0.18354539423231397,-0.14951975761499198,0.01619273549350298,-0.3307886834679293,2.1921721690301124,0.8876992353416805,0.6461223434430001,0.8604193628770246,0.12776233784623958,0.10352961682820157,0.11667972841453225,1.9728502190889285,3.59766402837971,9.979988725743638,17.88615046025397,20.104495947638124,9.165250089153876,0.3118190557366285,1.4378012295978904,4.2770367002303855,-0.24465029173443964
2010-04-20,7.335511684417725,7.475269985147989,7.286626350985965,7.453976250823801,738326400,AAPL,1,20,16,4,2,2010,0,0,False,False,7.409887790679932,7.4197821617126465,7.465371608734131,7.270728588104248,7.184054374694824,7.434480209888907,7.531948798219249,7.468670298945257,7.28182592933129,7.205047783515565,7.250934815656593,7.334307757069283,7.363101801173739,7.231140302842189,7.107876987022679,566924400.0,750545600.0,376784800.0,306210800.0,447017200.0,5.981396002504735,8.945536644248332,7.13431887539544,5.760616622170378,-1.0037413300071352,-1.1357540620231643,0.8910124415793641,2.108242808634553,2.571649290161252,0.18864363416202412,0.5949949768378824,-1.5892801696676142,-1.8696087366468206,0.6708911789492963,1.0918616597285298,0.7739055246529657,0.8547899923404055,0.15535393938082417,0.11267690059511537,0.11993588094508131,0.8910124415793641,2.108242808634553,10.051782061504655,30.140204443426665,47.324406680798226,39.875625088883424,-0.868929063375079,0.21185107206285192,2.7689453704028866,0.30233660784400884
2010-04-21,7.774277687072754,7.805168765467934,7.669608561930993,7.761681161729178,982391200,AAPL,2,21,16,4,2,2010,0,0,False,False,7.335511684417725,7.409887790679932,7.4197821617126465,7.368500709533691,7.215845584869385,7.475269985147989,7.434480209888907,7.531948798219249,7.372099717692547,7.255433869385449,7.286626350985965,7.250934815656593,7.334307757069283,7.319915701083926,7.157662426925075,738326400.0,566924400.0,750545600.0,404076400.0,628502000.0,2.796849969473447,4.478821617628537,0.9181455512142556,-1.2460314568799147,5.981396002504735,4.917616928709068,5.506913733672447,7.738969683252694,1.743701588667891,0.13556020353694098,5.809676211364137,0.1622911980163035,-0.39577719999918165,1.3647257783310984,2.8612473481531944,1.9877502402211409,1.47526331603965,0.22901112967320625,0.14986546445409887,0.13394583645998207,5.506913733672447,7.738969683252694,15.337030888750336,43.83589161657646,83.09549715979512,77.68255309543721,3.9207703020727624,5.401824073044081,8.16994143208667,0.33056491004520483
