Date,Close,High,Low,Open,Volume,ticker
2010-03-11,14.43398380279541,14.559909175304615,14.26161161764039,14.263102390804116,169162668,GOOGL
2010-03-12,14.394244194030762,14.611322538868063,14.384805470133728,14.607845014640455,110025864,GOOGL
2010-03-15,13.987905502319336,14.143635935083093,13.80957305408131,14.074836039828766,185969844,GOOGL
2010-03-16,14.038076400756836,14.118052833258428,13.92779893820999,13.954374455049416,137122740,GOOGL
2010-03-17,14.047018051147461,14.193310699508597,14.01448038839262,14.115072083449363,132731136,GOOGL
2010-03-18,14.067880630493164,14.11854893226197,13.98243992764684,14.026153181286578,71016912,GOOGL
2010-03-19,13.908923149108887,14.107621929543237,13.84136509049985,13.908923149108887,191576232,GOOGL
2010-03-22,13.84682846069336,14.079057793035005,13.76685202932508,13.812304993532857,160031808,GOOGL
2010-03-23,13.635710716247559,13.866946189634083,13.46184965733012,13.835403323688091,219831948,GOOGL
2010-03-24,13.842606544494629,13.905196303650051,13.404724326305123,13.549028335493007,262345392,GOOGL
2010-03-25,13.980454444885254,14.206970577022519,13.875640307775214,13.884581161148475,157078764,GOOGL
2010-03-26,13.975735664367676,14.09247125967456,13.909420388578207,14.039816199982171,107740152,GOOGL
2010-03-29,13.969773292541504,14.026153860986266,13.923079436944066,13.983434454015553,124055820,GOOGL
2010-03-30,14.075581550598145,14.098431554452198,13.915876672992132,13.979212291147558,79036884,GOOGL
2010-03-31,14.085763931274414,14.150838310147256,13.978715058859732,14.034350713843176,121110768,GOOGL
2010-04-01,14.127490997314453,14.242985695946013,14.046769649267437,14.190826616591885,84023892,GOOGL
2010-04-05,14.182382583618164,14.27850196208057,14.132458244701377,14.179649972632236,75983940,GOOGL
2010-04-06,14.113085746765137,14.179401965421318,14.04304401483332,14.143883701786116,82321596,GOOGL
2010-04-07,13.996846199035645,14.1262481462691,13.955119695763536,14.090234853543912,103136760,GOOGL
2010-04-08,14.094952583312988,14.153569779925425,13.910162980789998,13.99138124347345,77822100,GOOGL
2010-04-09,14.063410758972168,14.126745428789585,14.008271082224546,14.094953626152916,82181736,GOOGL
2010-04-12,14.225102424621582,14.256644345371896,14.063410800086292,14.091477089670025,94001904,GOOGL
2010-04-13,14.57381820678711,14.626225272092816,14.185362477436986,14.2201339329902,156335508,GOOGL
2010-04-14,14.629204750061035,14.712160827079783,14.50526613909482,14.655531328637755,135971892,GOOGL
2010-04-15,14.785680770874023,14.848768399777164,14.611571712087834,14.707940024539305,270201528,GOOGL
2010-04-16,13.664274215698242,14.127738074411685,13.651358914427036,13.983434073978977,488930580,GOOGL
2010-04-19,13.663031578063965,13.75964976948971,13.536362239371195,13.629501013575814,155604240,GOOGL
2010-04-20,13.785727500915527,13.900476326331047,13.686874575708107,13.76411933693728,118976904,GOOGL
2010-04-21,13.767349243164062,13.915131720765325,13.714197262598265,13.820997201609236,95564340,GOOGL
2010-04-22,13.58752727508545,13.722642442788812,13.495380451490007,13.710224065075007,131096772,GOOGL
2010-04-23,13.536112785339355,13.643659530555603,13.468555676364371,13.592246312222553,83492424,GOOGL
2010-04-26,13.204533576965332,13.536111802091687,13.144178563362653,13.535615824249176,174577248,GOOGL
2010-04-27,13.14045524597168,13.370696890359046,13.095002279866332,13.137722634965117,153634212,GOOGL
2010-04-28,13.143684387207031,13.283766911672968,12.941011154177007,13.215960862866801,136107756,GOOGL
2010-04-29,13.213476181030273,13.325245370570173,13.081093619570385,13.247504619541408,122233644,GOOGL
2010-04-30,13.057000160217285,13.354550900473509,13.050542036459426,13.19186732713596,97318584,GOOGL
2010-05-03,13.178703308105469,13.236325712416898,13.041600452523713,13.07687072506645,74237688,GOOGL
2010-05-04,12.576894760131836,13.082831964367374,12.523246800274494,13.077367688846344,242808948,GOOGL
2010-05-05,12.661092758178711,12.80912321838768,12.430353257507958,12.44302056986634,183104712,GOOGL
2010-05-06,12.38564682006836,12.853831012894522,11.425186592617205,12.636006801799338,199803996,GOOGL
2010-05-07,12.248296737670898,12.550815793908633,11.954966523487897,12.417935369683237,203356440,GOOGL
2010-05-10,12.956409454345703,12.985469593679968,12.73163208776753,12.76565863160596,164954880,GOOGL
2010-05-11,12.64345932006836,12.912447826282703,12.622844055187793,12.807883568161222,132771096,GOOGL
2010-05-12,12.552553176879883,12.717722323164098,12.468355255906866,12.717722323164098,153917928,GOOGL
2010-05-13,12.688910484313965,12.965101042665559,12.67624317252857,12.828495116780827,132898968,GOOGL
2010-05-14,12.605705261230469,12.691642891527387,12.325540238132804,12.661340915644603,164475360,GOOGL
2010-05-17,12.616634368896484,12.626321082049508,12.37769891503839,12.58707825155074,111640248,GOOGL
2010-05-18,12.378194808959961,12.691145471123544,12.345906083312151,12.667053631240988,112906980,GOOGL
2010-05-19,12.280336380004883,12.404770980949941,12.114174327778777,12.325788397936513,137690172,GOOGL
