Date,close,high,low,open,volume,ma_5,ma_10,ma_20,ma_50,ma_200,ema_5,ema_10,ema_20,ema_50,ema_200,bb_upper,bb_middle,bb_lower,bb_width,rsi_7,rsi_14,rsi_21,macd,macd_signal,macd_hist,stoch_k,stoch_d,atr_14,obv,upper_channel_20,lower_channel_20,middle_channel_20,volume_change,volume_ma_5,volume_ma_20,rel_volume,price_up,volume_price_trend,momentum_10,momentum_20,momentum_50,roc_10,roc_20,roc_50,daily_return,volatility_5,volatility_21,volatility_63,true_range,volatility_ratio_5_21
2025-01-17,229.7274169921875,232.03487756376998,228.22906438809179,231.86506609768284,68488300,232.5023651123047,237.13027954101562,,,,232.60970242975182,236.9178776134144,,,,,,,,29.103335862009715,,,,,,,,,-56900600.0,,,,-4.558028180398022,53829080.0,,,1,68488300,-5.687928820690679,,,-5.687928820690676,,,0.007535258744368001,35.89907355670578,,,4.025569702441857,
2025-01-21,222.39547729492188,224.17352112887505,219.13906319002535,223.75398423747347,98070400,230.15294799804687,235.06055450439453,,,,229.20496071814185,234.27744119187028,,,,,,,,20.318627162322137,,,,,,,,,-154971000.0,,,,43.19292492294304,63517020.0,,,0,0,-8.514138026811956,,,-8.514138026811956,,,-0.03191582351493971,40.626698734145386,,,10.588353802162146,
2025-01-22,223.58416748046875,223.87384226456615,219.54859611049605,219.54859611049605,64126500,228.26502380371093,232.9458786010742,,,,227.33136297225082,232.3332096079791,,,,,,,,24.622157591072263,,,,,,,,,-90844500.0,,,,-34.61176868861553,68455260.0,,,1,64126500,-8.640820077155942,,,-8.640820077155947,,,0.005344938665144516,42.053345308011515,,,4.325246154070101,
2025-01-23,223.41436767578125,226.78066167492807,222.05586069453574,224.493183388126,60234800,225.4261474609375,231.0929153442383,,,,226.02569787342765,230.7116019839431,,,,,,,,24.40251429868474,,,,,,,,,-151079300.0,,,,-6.068785915339214,72535820.0,,,0,0,-7.658645202882286,,,-7.658645202882283,,,-0.0007594446717803516,35.6030495552446,,,4.724800980392331,
2025-01-24,222.5353240966797,225.38220009721186,221.16683361690275,224.53312753788666,54697900,224.33135070800782,229.1031036376953,,,,224.862239947845,229.22500600444064,,,,,,,,23.15496974234438,23.537164119816822,,,,,,,5.705036102364782,-205777200.0,,,,-9.192194545345878,69123580.0,,,0,0,-8.207661851454029,,,-8.207661851454024,,,-0.003934588398438299,25.192582426721383,,,4.215366480309115,
2025-01-27,229.6075439453125,231.89502211760887,223.73399710835045,223.77396171163917,94863400,224.3073760986328,228.40487060546874,,,,226.44400794700084,229.29455835732642,,,,,,,,48.07273441109193,40.79916302474452,,,,,21.35371316493241,,6.094093117780647,-110913800.0,,,,73.43152113700893,74398600.0,,,1,94863400,-2.9512380205962474,,,-2.9512380205962483,,,0.03178021232063055,36.140006304114195,,,9.359698020929187,
2025-01-28,237.99832153320312,239.9262098046868,230.55650666713984,230.59647127201654,75707600,227.42794494628907,228.79044647216796,,,,230.29544580906827,230.87706075294037,,,,,,,,64.15929206201025,54.05270060571665,,,,,40.60122779824413,,6.5286007389953085,-35206200.0,,,,-20.193035459407948,69926040.0,,,1,75707600,1.6467568389927356,,,1.6467568389927327,,,0.03654399783087747,30.104681252403243,,,10.318665859374306,
2025-01-29,239.0971221923828,239.5965730646729,233.75299176206667,233.86287156365174,45486100,230.53053588867186,229.3977798461914,,,,233.22933793683978,232.37161737829354,,,,,,,,65.77895421672619,55.45896084380328,,,,,63.91999117143664,41.95831071153773,6.4602913623973,10279900.0,,,,-39.91871357697245,66197960.0,,,1,45486100,2.6063149091241966,,,2.6063149091241975,,,0.0046168420520831255,30.237578247797064,,,5.843581302606225,
2025-01-30,237.3290557861328,240.52553823889048,236.94948349745044,238.40787147181928,55658300,233.3134735107422,229.36981048583985,,,,234.5959105532708,233.27296981608248,,,,,,,,60.63499352188228,52.66578294808374,,,,,79.77273438480951,61.43131778483009,6.18059129668722,-45378400.0,,,,22.363315386458726,65282660.0,,,0,0,-0.1177118284718337,,,-0.1177118284718391,,,-0.0073947623879278,32.5110158433953,,,3.576054741440032,
2025-01-31,235.74081420898438,246.91852728753366,233.18362815459494,246.91852728753366,101075100,235.95457153320314,230.14296112060546,234.32935943603516,,,234.97754510517535,233.7216687966101,234.32935943603516,,,248.87982055967294,234.32935943603516,219.7788983123974,12.41881184556356,56.042066000598965,50.2189884191155,,,,,75.64574874683915,73.1128247676951,6.894924528030071,-146453500.0,248.826433311358,219.13906319002535,233.98274825069166,81.59933019873047,74558100.0,60014585.0,1.6841756049800227,0,0,3.3908731271437453,,,3.3908731271437555,,,-0.006692149732309471,33.42579516193753,,,13.734899132938722,
2025-02-03,227.75958251953125,231.5753945205246,225.45212191586603,229.73741895869952,73063300,235.58497924804686,229.94617767333983,233.53822860717773,,,232.57155757662733,232.63765310986847,233.70366639636813,,,247.70585904936624,233.53822860717773,219.37059816498922,12.133028949208253,38.80800237901622,40.12947031532667,,,,,58.61612709689974,71.3448700761828,7.208582976472566,-219516800.0,247.05836939894766,219.13906319002535,233.0987162944865,-27.713848415682996,70198080.0,60880715.0,1.2001058134747595,0,0,-0.8565953939764892,-6.495801678376467,,-0.8565953939764932,-6.495801678376472,,-0.03385596048030004,40.41982372026895,,,10.288692293118345,
2025-02-04,232.54432678222656,232.87396618357337,226.40107197135944,227.00041910872287,45067300,234.49418029785156,230.9610626220703,233.01080856323242,,,232.5624806451604,232.62068468666084,233.59325309978323,,,246.48481845147757,233.01080856323242,219.53679867498727,11.565137232326022,49.63971923748101,47.0036645534386,45.64599468956937,,,,46.35022692192111,60.20403425522,7.141987291434561,-174449500.0,247.05836939894766,219.13906319002535,233.0987162944865,-38.317458970509136,64070020.0,61121875.0,0.7373350375786083,1,45067300,4.563424405365102,-4.339249874068852,,4.563424405365111,-4.339249874068855,,0.021007872466946687,31.83540770176282,31.75286003437774,,6.47289421221393,1.0025996923519869
2025-02-05,232.21469116210938,232.4144684638066,228.0193068583431,228.27901582634638,39620300,233.11769409179686,231.82411499023436,232.3849967956543,,,232.44655081747675,232.54686768219693,233.46196148667144,,,244.73962785544734,232.3849967956543,220.03036573586127,10.632899051273068,48.94338323630438,46.60664071094018,45.3291792488055,,,,42.11913612465926,49.02849671449337,6.909533589765574,-214069800.0,246.91852728753366,219.13906319002535,233.0287952387795,-12.086368608725174,62896860.0,60850610.0,0.6511076881562896,0,0,3.8600781884050583,-5.114284299848504,,3.860078188405065,-5.114284299848504,,-0.0014175173597156254,31.02908448003149,31.753534497353215,,4.5250199238834625,0.9771852164242657
2025-02-06,232.9638671875,233.54323203112875,230.17692277145878,231.0359788855247,29925300,232.24465637207032,232.77906494140626,231.93599014282228,,,232.6189896074845,232.62268577407022,233.4145239343694,,,243.49551390147818,231.93599014282228,220.37646638416638,9.967856865627228,50.77433803668476,47.6881234414712,46.219945869267946,,,,48.36389862223813,45.61108722293951,6.600186280429219,-184144500.0,246.91852728753366,219.13906319002535,233.0287952387795,-24.469779380771982,57750260.0,60304075.0,0.4962400965440561,1,29925300,4.274344399182506,-3.7116576759824382,,4.274344399182499,-3.7116576759824427,,0.003226221483410008,31.5687054451945,31.655074066918292,,3.3663092596699755,0.9972715710112947
2025-02-07,227.3800048828125,233.74300400322835,227.0104008794231,232.3445476829273,39707200,230.57249450683594,233.26353302001954,231.1833183288574,,,230.8726613659272,231.6694710665688,232.83980783422115,,,241.83548406387115,231.1833183288574,220.53115259384367,9.215341151787667,38.70485531359724,41.0192091125701,40.99289145078403,,,,42.167088535853395,44.21670776091693,6.6115664649439685,-223851700.0,246.91852728753366,219.13906319002535,233.0287952387795,32.68772577050187,45476680.0,60407990.0,0.6573170204802378,0,0,2.1770389963024828,-6.209306854342344,,2.177038996302474,-6.209306854342346,,-0.023968791264069034,34.86400382396866,32.40853574515742,,6.732603123805262,1.0757660913198814
2025-02-10,227.64999389648438,230.58999633789062,227.1999969482422,229.57000732421875,33115600,230.55057678222656,233.06777801513672,230.73632431030273,,,229.79843887611295,230.93865703564435,232.345539840151,,,241.1919508874565,230.73632431030273,220.28069773314897,9.06283534541588,39.515898172754504,41.4455927885425,41.329748955029196,-1.9748876146600765,,,36.343830092785,42.29160575029218,6.338659010327561,-190736100.0,246.91852728753366,219.13906319002535,233.0287952387795,-16.600515775476488,37487140.0,58978225.0,0.5614885832864587,1,33115600,-0.852563472084511,-3.778640315342885,,-0.8525634720845107,-3.7786403153428854,,0.0011873911860060815,25.469325429000282,32.39431057776492,,3.3899993896484375,0.7862283522860997
2025-02-11,232.6199951171875,235.22999572753906,228.1300048828125,228.1999969482422,53718400,230.56571044921876,232.52994537353516,230.66019592285156,,,230.73895762313782,231.24435486865218,232.371678437964,,,241.03738706097613,230.66019592285156,220.28300478472698,8.99781698060762,52.90015834545464,48.78531421111997,47.16020733685534,-1.7292917005622144,,,34.580196285472034,37.697038304703476,6.442437833773837,-137017700.0,246.91852728753366,219.13906319002535,233.0287952387795,62.2147869886096,39217360.0,59182610.0,0.9076720340654121,1,53718400,-2.259816952223881,-0.6502738034406153,,-2.259816952223882,-0.6502738034406127,,0.021831765227118938,25.900380772185777,32.49474183393457,,7.5800018310546875,0.7970637497152774
2025-02-12,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300,231.49677124023438,232.30723266601564,230.8525062561035,,,232.78263678782108,232.26719855020406,232.800089550271,,,241.53581895104764,230.8525062561035,220.16919356115937,9.255531047249939,61.41779970439183,54.08545483549207,51.48881633895056,-1.1781348823879796,,,45.01804677507792,38.64735771777833,6.4290221843400515,-91774400.0,246.91852728753366,219.13906319002535,233.0287952387795,-15.776903258473817,40341960.0,59473010.0,0.7607366770237457,1,45243300,-0.9314738106313669,1.6505639576917641,,-0.9314738106313621,1.650563957691763,,0.018270140526221557,28.75337219429538,32.923193849688865,,6.2800140380859375,0.8733469883137449
2025-02-13,241.52999877929688,242.33999633789062,235.57000732421875,236.91000366210938,53614100,233.20999755859376,232.72732696533203,231.04856872558594,,,235.69842411831303,233.95134404640274,233.63150947684488,,,242.346878919188,231.04856872558594,219.7502585319839,9.780030455000082,68.66640220831708,59.085276477431435,55.66975690001346,-0.3611526400331968,,,60.73753288947392,46.7785919833413,6.456873829763564,-38160300.0,246.91852728753366,219.13906319002535,233.0287952387795,18.50174500975834,45079720.0,60162115.0,0.8911604919474656,1,53614100,1.7700921529598679,1.6502967166491356,,1.7700921529598588,1.650296716649134,,0.01967325435120615,30.737431069297806,33.48989624802533,,6.769989013671875,0.9178120720845823
2025-02-14,244.60000610351562,245.5500030517578,240.99000549316406,241.25,40896200,236.65399780273438,233.61324615478514,231.87810363769532,,,238.66561811338056,235.88746442042324,234.67612820319448,,,244.5185217569905,231.87810363769532,219.23768551840013,10.902640586577833,72.62006519027454,62.01955987073759,58.16392384635779,0.5279497311514945,,,75.6455102989085,60.467029987820126,6.3035017179038855,2735900.0,246.91852728753366,219.13906319002535,233.0287952387795,-23.72118528521415,45317520.0,58618970.0,0.6976615249295578,1,40896200,3.7580220990827584,7.276324987696436,,3.758022099082754,7.27632498769643,,0.012710666748373622,13.159652981849678,33.10939103236156,,4.55999755859375,0.3974598315320043
2025-02-18,244.47000122070312,245.17999267578125,241.83999633789062,244.14999389648438,48822500,240.01799926757812,235.28428802490234,232.6152328491211,,,240.60041248248808,237.44792565683775,235.60887801438577,,,246.34085919810843,232.6152328491211,218.88960650013377,11.801141465133584,72.17016711502049,61.81737997645332,58.01877835889069,1.2081526269703886,,,84.85035802961534,73.74446707266593,6.066124846464526,-46086600.0,246.91852728753366,219.13906319002535,233.0287952387795,19.381507328309233,48458900.0,57635680.0,0.8470881231903571,0,0,7.336867461872387,6.417424799155325,,7.336867461872386,6.4174247991553335,,-0.0005314999164697243,14.283075836117185,29.41261297488012,,3.339996337890625,0.4856105728625901
2025-02-19,244.8699951171875,246.00999450683594,243.16000366210938,244.66000366210938,32204200,242.46799926757814,236.51685485839843,233.73895874023438,,,242.02360669405456,238.79739283144679,236.49088916703354,,,247.61299701646922,233.73895874023438,219.86492046399954,11.871395638117601,72.77558677354529,62.22540563870244,58.354516551814335,1.7592153476082046,,,89.41667331940249,83.30418054930878,5.810727085947213,-13882400.0,246.91852728753366,219.54859611049605,233.23356169901484,-34.03819960059399,44156060.0,54342370.0,0.5926167739831737,1,32204200,5.300352197584979,10.10565416870499,,5.300352197584978,10.105654168704987,,0.001636167605379324,14.839955443529071,29.3813186803746,,2.8499908447265625,0.5050813275253535
2025-02-20,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900,244.26000061035157,237.87838592529297,234.85125045776368,,,243.29240507305462,240.07604901319365,237.3803284683689,,,248.85678058446092,234.85125045776368,220.84572033106645,11.92714971659564,74.33870621451061,63.2407059157279,59.17724811453921,2.2474933384151825,,,91.32662782155445,88.5312197235241,5.549112307109363,18434500.0,246.91852728753366,221.16683361690275,234.0426804522182,0.34995435377993545,41570780.0,52751890.0,0.6126207042060483,1,32316900,5.863242588489137,9.949646525185752,,5.863242588489135,9.949646525185745,,0.003920475080696484,13.447498739963528,26.460919292562096,,2.4900054931640625,0.5082022506959344
2025-02-21,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400,245.06400146484376,239.13699951171876,235.9580322265625,,,244.04493773262237,241.07131338384167,238.15839271440595,,,249.66887517856875,235.9580322265625,222.24718927455623,11.621425066675725,72.91416763242404,62.711277926741516,58.82137385124089,2.5820987751614837,0.34238255351814295,2.2397162216433406,90.62459410929678,90.45596508341792,5.386510482857911,-34762900.0,248.69000244140625,221.16683361690275,234.9284180291545,64.6117047117762,41487440.0,52400020.0,1.015217169764439,0,0,5.402612867053724,9.907883546728646,,5.402612867053719,9.907883546728641,,-0.001138993520771736,8.912979786702005,26.542817826685262,,3.470001220703125,0.33579629129433247
2025-02-24,247.10000610351562,248.86000061035156,244.4199981689453,244.92999267578125,51326400,245.56400146484376,241.10899963378907,237.1862663269043,,,245.06329385625347,242.16743933287327,239.00997494194021,,,250.25331940326953,237.1862663269043,224.11921325053908,11.018389284272837,75.89715082149961,64.48382382028346,60.21215237573332,2.9384753718959757,0.8616011171937096,2.076874254702266,91.1934158999635,91.04821261027159,5.3129849867982255,16563500.0,248.86000061035156,223.73399710835045,236.296998859351,-3.5170891810502036,43573480.0,52231445.0,0.9826724112266088,1,51326400,8.67270683315644,11.038554039251714,,8.67270683315644,11.038554039251718,,0.00631237235794746,4.935864427615858,26.475686008434952,,4.44000244140625,0.18643008630799326
2025-02-25,247.0399932861328,250.0,244.91000366210938,248.0,48013300,246.0779998779297,243.0479995727539,238.05788879394532,,,245.72219366621326,243.0533582334659,239.7747385937681,,,251.31084143138804,238.05788879394532,224.8049361565026,11.134226808937228,75.5214542637072,64.35626603423894,60.129591339202854,3.179413559154341,1.3251636055858358,1.854249953568505,88.59188778489168,90.13663259805067,5.2957706792083155,-31449800.0,250.0,225.45212191586603,237.72606095793302,-6.454962748215342,43411640.0,49888940.0,0.9624036910786239,0,0,8.517460974967284,7.592280741861135,,8.517460974967275,7.592280741861139,,-0.0002428685386501872,4.84454960101881,26.350319665193677,,5.089996337890625,0.18385164440407187
2025-02-26,240.36000061035156,244.97999572753906,239.1300048828125,244.3300018310547,44433600,245.1760009765625,243.8220001220703,238.17597274780275,,,243.93479598092603,242.5636568474451,239.8304778334427,,,251.46672940199676,238.17597274780275,224.88521609360873,11.160451241878365,45.97057368403421,52.02093066409701,51.82445118220672,2.7990732524237387,1.6199455349534164,1.1791277174703223,79.11869255826763,86.30133208104094,5.496425717484141,-75883400.0,250.0,225.45212191586603,237.72606095793302,-7.455642499057557,45857520.0,48325240.0,0.9194698257059872,0,0,3.3273173655019805,0.9923091313982058,,3.3273173655019908,0.9923091313982061,,-0.027040126527384523,21.321123738361987,26.72658476397649,,7.9099884033203125,0.7977496536369932
2025-02-27,237.3000030517578,242.4600067138672,237.05999755859375,239.41000366210938,41153600,243.47000122070312,243.86500091552733,238.08611679077148,,,241.72319833786997,241.60662888459285,239.58948023518698,,,251.37504742460257,238.08611679077148,224.7971861569404,11.163129386086222,38.01991503685229,47.526962805323926,48.59600413989278,2.2250851925911377,1.7409734664809609,0.48411172611017683,63.316740294798535,77.00910687931929,5.4890644477460535,-117037000.0,250.0,225.45212191586603,237.72606095793302,-7.381801159482915,47624860.0,48108615.0,0.8554309867369909,0,0,0.18153752836342907,-0.7516272568011129,,0.18153752836342704,-0.751627256801108,,-0.012730893454915293,20.874739482753764,24.096984875725628,,5.4000091552734375,0.8662801421177871
2025-02-28,241.83999633789062,242.08999633789062,230.1999969482422,236.9499969482422,56833400,242.72799987792968,243.89600067138673,238.31166381835936,,,241.76213100454353,241.649059330647,239.80381510211114,,,251.6943349120561,238.31166381835936,224.92899272466263,11.231234660756657,52.29978977152105,53.89130457009481,53.143308326717566,2.11218705808227,1.8152161848012227,0.29697087328104743,55.678717585572905,66.03805014621302,5.975374223314435,-60203600.0,250.0,225.45212191586603,237.72606095793302,38.100676490027595,48352060.0,48167370.0,1.1799149507228648,1,56833400,0.128347435167675,1.9007114560059657,,0.12834743516767738,1.9007114560059644,,0.019131872009047424,28.1377917914086,24.95881606367821,,11.889999389648438,1.1273688511353972
2025-03-03,238.02999877929688,244.02999877929688,236.11000061035156,241.7899932861328,47184000,240.91399841308595,243.23899993896484,238.426123046875,,,240.51808692946133,240.9910483213106,239.63488021422407,,,251.7579457068918,238.426123046875,225.0943003868582,11.183189568028782,42.67371990916712,48.56755407604225,49.30034802787397,1.6957321667349845,1.791319381187975,-0.09558721445299057,51.41187588429266,56.80244458822137,6.122448014200583,-107387600.0,250.0,225.45212191586603,237.72606095793302,-16.978396506279758,47523580.0,45472815.0,1.0376309449942784,0,0,-2.6860209158941273,0.9710599235833284,,-2.686020915894131,0.9710599235833369,,-0.01575420780800274,27.939630816796896,25.46172846447628,,7.9199981689453125,1.0973187015083339
2025-03-04,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53798100,238.69199829101564,242.38499908447267,238.8346435546875,,,238.98872217823464,240.07085638575978,239.28203378199143,,,251.30705532701643,238.8346435546875,226.36223178235855,10.444390802520282,38.15753210444784,45.877393082680754,47.31997511699126,1.182603406946157,1.6695761863396115,-0.4869727793934544,46.139118285209065,51.07657058502488,6.067285186012842,-161185700.0,250.0,226.40107197135944,238.20053598567972,14.017675483214642,48680540.0,44509555.0,1.2086865393284656,0,0,-3.4932746358569022,3.587295895903453,,-3.4932746358568996,3.5872958959034604,,-0.00882244302938795,27.22384944208302,25.545611486212174,,5.3900146484375,1.0656957441311063
2025-03-05,235.74000549316406,236.5500030517578,229.22999572753906,235.4199981689453,47227600,237.76799926757812,241.4720001220703,238.9944274902344,,,237.90581661654446,239.28342895074238,238.94469775448405,,,251.21983839216645,238.9944274902344,226.76901658830232,10.230707912578096,37.736012254739514,45.63113993754499,47.14009610225728,0.7519468152567015,1.4860503121230295,-0.734103496866328,35.18338798797564,44.24479405249246,6.161268077865929,-208413300.0,250.0,227.0104008794231,238.50520043971153,-12.213256601998957,49239340.0,44617570.0,1.0584978070298314,0,0,-3.728504841785163,1.3742234674811948,,-3.728504841785167,1.3742234674811886,,-0.0008052693108767661,22.206274353391393,22.368079686525643,,7.32000732421875,0.9927662394178737
2025-03-06,235.3300018310547,237.86000061035156,233.16000366210938,234.44000244140625,45170400,237.3739990234375,240.4220001220703,239.15019302368165,,,237.04721168804787,238.56462401989006,238.60044099987172,,,251.1024421116981,239.15019302368165,227.1979439356652,9.995600619760232,36.71486148411272,45.06891734124547,46.73751411969308,0.37326176535734135,1.2634926027698918,-0.8902308374125505,29.883999339168117,37.06883520411761,6.052031863231736,-253583700.0,250.0,227.0104008794231,238.50520043971153,-4.355927466142684,50042700.0,44895075.0,1.0061326325883184,0,0,-4.271244324041479,1.3415648481820197,,-4.271244324041485,1.3415648481820257,,-0.0017392197020257294,20.742927845740624,21.259138689195563,,4.6999969482421875,0.9757181675606975
2025-03-07,239.07000732421875,241.3699951171875,234.75999450683594,235.11000061035156,46273600,236.82000122070312,239.7740005493164,239.45550003051758,,,237.72147690010485,238.65651189340437,238.64516160219048,,,251.06715664218567,239.45550003051758,227.8438434188495,9.698383716547104,50.86488434952843,50.99973527415803,50.76480789479225,0.37066552041383716,1.084927186298681,-0.7142616658848437,36.029566438409326,33.698984588517696,6.093604137932303,-207310100.0,250.0,227.0104008794231,238.50520043971153,2.4423073517170435,47930740.0,45712490.0,1.0122747634180504,1,46273600,-2.638971959683989,2.621067468717908,,-2.6389719596839867,2.621067468717906,,0.015892599600832114,18.73364467014931,21.883254443632236,,6.6100006103515625,0.8560721495243856
2025-03-10,227.47999572753906,236.16000366210938,224.22000122070312,235.5399932861328,72071200,234.71000061035156,237.81199951171874,239.46049957275392,,,234.30764984258292,236.6244180450652,237.5818124712713,,,251.05142245815378,239.46049957275392,227.86957668735405,9.680864197711456,28.127370964587737,37.490883827723415,40.741152666495644,-0.5601520127717379,0.7559113464845972,-1.316063359256335,29.79693868389751,31.90350148715832,6.744010750754236,-279381300.0,250.0,224.22000122070312,237.11000061035156,55.75014695204177,52908180.0,47330690.0,1.5227160220989806,0,0,-7.9401092235332875,0.043975214433689125,,-7.940109223533288,0.0439752144336948,,-0.04847957184759566,38.048874979212314,27.873004909915956,,14.850006103515625,1.3650797645314605
2025-03-11,220.83999633789062,225.83999633789062,217.4499969482422,223.80999755859375,76137400,231.69200134277344,235.19199981689454,239.11999969482423,,,229.8184320076855,233.75452318921526,235.9873537919017,,,252.36132711868464,239.11999969482423,225.87867227096382,11.075048043459011,21.656713433125844,32.22457259031881,36.41575394781782,-1.8127280711338756,0.2421834629609027,-2.0549115340947783,23.478751259967748,29.76841879409153,6.9873933773664305,-355518700.0,250.0,217.4499969482422,233.7249984741211,5.641920767241282,57376040.0,49481780.0,1.5386956572702113,0,0,-10.605569001087279,-2.991433226960838,,-10.605569001087275,-2.9914332269608366,,-0.029189377151217277,40.71356854028209,28.467736122727512,,10.029998779296875,1.4301653059014408
2025-03-12,216.97999572753906,221.75,214.91000366210938,220.13999938964844,62547500,227.93999938964845,232.85399932861327,238.3379997253418,,,225.5389532476367,230.70460910527413,234.17712921434335,,,254.53900584746947,238.3379997253418,222.13699360321414,13.59498371287628,18.73382722583361,29.619815605945575,34.19949184025862,-3.0813534866748853,-0.4225239269662549,-2.6588295597086304,9.653093047429897,20.97626099709839,6.976504876324432,-418066200.0,250.0,214.91000366210938,232.4550018310547,-17.849177933577977,60440020.0,49923235.0,1.2528735367409585,0,0,-9.727078059345617,-6.723411451268168,,-9.727078059345617,-6.723411451268168,,-0.017478720677234882,39.298456909614856,28.997143972292772,,6.839996337890625,1.3552526740966335
2025-03-13,209.67999267578125,216.83999633789062,208.4199981689453,215.9499969482422,61368300,222.80999755859375,230.0919982910156,236.97849960327147,,,220.25263305701822,226.88195157263905,231.84406859162314,,,257.4456660692531,236.97849960327147,216.51133313728985,17.27343746394373,14.435239381691476,25.4328828339733,30.512027343945743,-4.62251206438512,-1.262521554450028,-3.359990509935092,6.448042646339014,13.193295651245558,7.093195392860379,-479434500.0,250.0,208.4199981689453,229.20999908447266,-1.8852871817418793,63679600.0,50729485.0,1.209716597753752,0,0,-11.639279401927494,-11.478871533709645,,-11.639279401927494,-11.47887153370964,,-0.03364366852013578,38.42024810528138,29.584797299567956,,8.55999755859375,1.2986483468603132
2025-03-14,213.49000549316406,213.9499969482422,209.5800018310547,211.25,60107600,217.69399719238282,227.25699920654296,235.57649993896484,,,217.99842386906684,224.44705228546178,230.09606258224608,,,258.3194358328546,235.57649993896484,212.8335640450751,19.308323113538222,24.924560129914067,30.92128545266055,34.38887194567895,-5.473361641952266,-2.104689571950476,-3.3686720700017903,7.040921172656709,7.714018955475211,6.892970872458994,-419326900.0,250.0,208.4199981689453,229.20999908447266,-2.054317945910189,66446400.0,51054160.0,1.177330113745873,1,60107600,-11.722622921775482,-11.609321172462284,,-11.722622921775486,-11.609321172462286,,0.01817060735629683,39.86424044715308,29.575051363550102,,4.3699951171875,1.3479009708934582
