Date,Close,High,Low,Open,Volume,ticker
2010-03-11,6.7629804611206055,6.7629804611206055,6.6976004849702235,6.715295607529197,405700400,AAPL
2010-03-12,6.7959723472595215,6.829861809334242,6.770479770830132,6.819064783843508,416323600,AAPL
2010-03-15,6.713194847106934,6.762979112088277,6.6055265486908485,6.759380905675273,493502800,AAPL
2010-03-16,6.731490612030029,6.747385830812531,6.673308249083255,6.723393244178866,446908000,AAPL
2010-03-17,6.721594333648682,6.791473078739215,6.696102158046439,6.74498708766095,450956800,AAPL
2010-03-18,6.737487316131592,6.747984020171499,6.676305394243688,6.7209914658367875,342109600,AAPL
2010-03-19,6.665509223937988,6.755182491732861,6.6349180607123674,6.741686614075933,559445600,AAPL
2010-03-22,6.740487098693848,6.777976360460379,6.602528345223085,6.612125698743767,456419600,AAPL
2010-03-23,6.848753929138184,6.861350454694232,6.720991572468423,6.767178031993405,602431200,AAPL
2010-03-24,6.879045009613037,6.90393774243333,6.823261198612478,6.827160523520049,597780400,AAPL
2010-03-25,6.7974700927734375,6.927031968655166,6.785473400326808,6.925531981675691,542284400,AAPL
2010-03-26,6.924930572509766,6.956420678109489,6.854451229832588,6.866447918164112,640875200,AAPL
2010-03-29,6.969618797302246,7.014005759603886,6.946526365043018,6.987914154158917,540744400,AAPL
2010-03-30,7.073385238647461,7.122271343539094,7.025399285810908,7.095878629013126,527310000,AAPL
2010-03-31,7.047893524169922,7.096179800450251,7.03169879370021,7.062589869677275,430659600,AAPL
2010-04-01,7.0769853591918945,7.159760119784918,6.980414404743126,7.120172643458384,603145200,AAPL
2010-04-05,7.152562618255615,7.153162452746914,7.040995805415412,7.047294467997608,684507600,AAPL
2010-04-06,7.184054374694824,7.205047783515565,7.107876987022679,7.143866259891956,447017200,AAPL
2010-04-07,7.215845584869385,7.255433869385449,7.157662426925075,7.18435466739036,628502000,AAPL
2010-04-08,7.196349143981934,7.244034780851391,7.139066156040269,7.2110446873877265,572989200,AAPL
2010-04-09,7.251534461975098,7.254534435922096,7.211646661019895,7.2407382396634326,334182800,AAPL
2010-04-12,7.2665300369262695,7.289922785321371,7.25213400662328,7.26383038082083,333026400,AAPL
2010-04-13,7.270728588104248,7.28182592933129,7.231140302842189,7.253634502191626,306210800,AAPL
2010-04-14,7.368500709533691,7.372099717692547,7.319915701083926,7.356204498747965,404076400,AAPL
2010-04-15,7.465371608734131,7.468670298945257,7.363101801173739,7.371199168671845,376784800,AAPL
2010-04-16,7.4197821617126465,7.531948798219249,7.334307757069283,7.454871274796588,750545600,AAPL
2010-04-19,7.409887790679932,7.434480209888907,7.250934815656593,7.408688121408893,566924400,AAPL
2010-04-20,7.335511684417725,7.475269985147989,7.286626350985965,7.453976250823801,738326400,AAPL
2010-04-21,7.774277687072754,7.805168765467934,7.669608561930993,7.761681161729178,982391200,AAPL
2010-04-22,7.99171257019043,8.000110253824072,7.683704338400468,7.7448866611698115,793424800,AAPL
2010-04-23,8.12247371673584,8.162961349359016,8.007608198357367,8.037298808608805,796955600,AAPL
2010-04-26,8.082588195800781,8.171361335547937,8.043299420413943,8.153966928784609,479068800,AAPL
2010-04-27,7.858850479125977,8.032798458879167,7.813264664326542,8.015703578117622,709343600,AAPL
2010-04-28,7.845656871795654,7.917634618442725,7.690003402987489,7.895142023092084,758402400,AAPL
2010-04-29,8.056793212890625,8.097580359240233,7.857952470835817,7.888242913332993,558840800,AAPL
2010-04-30,7.830361843109131,8.114676237582033,7.827662987816641,8.076887458403576,542463600,AAPL
2010-05-03,7.98811674118042,8.034003701726439,7.8840474082893115,7.912839477917405,454342000,AAPL
2010-05-04,7.758082389831543,7.896341452569782,7.7002003570671995,7.884345562249661,723819600,AAPL
2010-05-05,7.677407741546631,7.741888764519555,7.459672570811604,7.588634616757451,883103200,AAPL
2010-05-06,7.385293483734131,7.745185363734135,5.975714084031986,7.612625146557033,1285860800,AAPL
2010-05-07,7.0736870765686035,7.394891707237273,6.754282750600837,7.309117759423397,1676018400,AAPL
2010-05-10,7.6174211502075195,7.637215683257126,7.453670381031678,7.505255332980715,984306400,AAPL
2010-05-11,7.693302631378174,7.794371951120765,7.5127564342192406,7.552943747785503,848906800,AAPL
2010-05-12,7.860349178314209,7.891539762591431,7.758680062460311,7.774873987657879,654379600,AAPL
2010-05-13,7.7484869956970215,7.947627293751431,7.689704001039648,7.894242810926122,599712400,AAPL
2010-05-14,7.612329006195068,7.692105434410755,7.482767890331657,7.652517137708592,759362800,AAPL
2010-05-17,7.624321460723877,7.683104438686342,7.429079742908299,7.638717488187444,762834800,AAPL
2010-05-18,7.568541526794434,7.754185968289479,7.5055596819346935,7.707100143960498,782678400,AAPL
2010-05-19,7.447975158691406,7.5853340696832285,7.343306830829454,7.482764762359822,1025726800,AAPL
2010-05-20,7.130671501159668,7.313316741122473,7.084184717812285,7.254233430559713,1282915200,AAPL
2010-05-21,7.267430782318115,7.3328111569185195,6.938428286787931,6.982514931917738,1223891200,AAPL
2010-05-24,7.400589466094971,7.524752824929654,7.385594402041691,7.416185165591531,754238800,AAPL
2010-05-25,7.3544020652771,7.400587716557714,7.112674386156903,7.178354256776054,1048006400,AAPL
2010-05-26,7.321113586425781,7.561642460989498,7.310316563399215,7.500160614470248,850654000,AAPL
2010-05-27,7.598233222961426,7.61442876272832,7.471071447441154,7.51575793923035,666282400,AAPL
2010-05-28,7.7041015625,7.779679141462713,7.598232728221243,7.779379624502893,815614800,AAPL
2010-06-01,7.822563648223877,7.975817778866859,7.766480316533505,7.788373878174964,876472800,AAPL
2010-06-02,7.916135787963867,7.94162755476338,7.807567337405935,7.933829705706585,688548000,AAPL
2010-06-03,7.891241073608398,7.964118950146901,7.809964714731689,7.95302161346715,650106800,AAPL
2010-06-04,7.676507472991943,7.854653535933648,7.636619675193198,7.74398686027731,758304400,AAPL
2010-06-07,7.525952339172363,7.7721784294153,7.514255164367143,7.746386343164657,886942000,AAPL
2010-06-08,7.47766637802124,7.61172659592908,7.367299224228882,7.594931228660874,1000770400,AAPL
2010-06-09,7.293821811676025,7.554745073788901,7.27252888332519,7.5418482286647155,854630000,AAPL
2010-06-10,7.513055801391602,7.527150711909025,7.2638297537919705,7.343006311929216,776356000,AAPL
2010-06-11,7.603030681610107,7.613527387504813,7.418885449290211,7.444677538253734,545759200,AAPL
2010-06-14,7.626120567321777,7.772176651217051,7.618023202718428,7.676505859975298,602960400,AAPL
2010-06-15,7.78837251663208,7.793171192410191,7.662709997657624,7.666908838963471,585074000,AAPL
2010-06-16,8.015107154846191,8.030102219571306,7.81656589890396,7.830661612118378,783678000,AAPL
2010-06-17,8.15366268157959,8.184553752612526,8.082583506780422,8.115573597780106,872855200,AAPL
2010-06-18,8.219642639160156,8.247535341010087,8.1401665780735,8.165059306879995,784621600,AAPL
2010-06-21,8.102679252624512,8.367799704842973,8.059491967843405,8.328211427197557,776490400,AAPL
2010-06-22,8.213047981262207,8.27662885118894,8.142569413422851,8.162363155627471,717262000,AAPL
2010-06-23,8.126672744750977,8.23734022447589,8.034600137314055,8.23494088611615,768457200,AAPL
2010-06-24,8.067593574523926,8.19355567459744,8.04060100949603,8.127574649821193,714277200,AAPL
2010-06-25,7.998611927032471,8.10568041346393,7.971919684652404,8.099382549855264,549942400,AAPL
2010-06-28,8.046594619750977,8.090082215157217,7.933228315922083,8.005506362045688,584948000,AAPL
2010-06-29,7.682805061340332,7.929331455897156,7.626721732086667,7.921233289034196,1133344800,AAPL
2010-06-30,7.543647289276123,7.736789226031636,7.49806146121981,7.699000446953859,739452000,AAPL
2010-07-01,7.452177047729492,7.641720842149932,7.2944244980207005,7.626724972002928,1022896000,AAPL
2010-07-02,7.405991077423096,7.5256553135125674,7.293823574840294,7.512458147455906,693842800,AAPL
2010-07-06,7.456674098968506,7.581736016788241,7.382595722677696,7.527752501231366,615235600,AAPL
2010-07-07,7.757782459259033,7.760782433047779,7.490263440502684,7.5124557185752705,654556000,AAPL
2010-07-08,7.740387439727783,7.88464484374351,7.644416315795574,7.872048318393829,738144400,AAPL
2010-07-09,7.786275863647461,7.794672747964949,7.652515138206909,7.704399634561427,433322400,AAPL
2010-07-12,7.716396331787109,7.853155429726727,7.643518423328832,7.753585279546772,562878400,AAPL
2010-07-13,7.551745414733887,7.689704183662608,7.390693411732112,7.687305645860944,1190924000,AAPL
2010-07-14,7.579636096954346,7.671708710289003,7.4677697417311855,7.479167400517283,812047600,AAPL
2010-07-15,7.541248798370361,7.706799162886753,7.41678590743653,7.444677819139745,824866000,AAPL
